TAXONOMIC ORDER,COMMON NAME,OBSERVATION COUNT,LATITUDE,LONGITUDE,OBSERVATION DATE,TIME OBSERVATIONS STARTED
8043,Black Swift,5,47.5416862,-121.8378156,7/29/14,20:15:00
8043,Black Swift,X,47.662576,-122.12052,7/10/14,5:30:00
8043,Black Swift,1,47.662576,-122.12052,7/3/14,4:14:00
8043,Black Swift,1,47.6981686,-122.2101878,7/19/14,15:30:00
8043,Black Swift,X,47.662576,-122.12052,7/3/14,5:30:00
8043,Black Swift,1,47.662576,-122.12052,7/3/14,4:45:00
8043,Black Swift,1,47.4497041,-121.4685562,8/16/14,9:27:00
8043,Black Swift,X,47.662576,-122.12052,8/28/14,6:00:00
8043,Black Swift,1,47.6815336,-122.2505453,8/22/14,16:30:00
8043,Black Swift,1,47.5346906,-121.8586779,8/24/14,14:30:00
8043,Black Swift,1,47.3284365,-122.2431564,8/28/14,7:00:00
8043,Black Swift,10,47.6613144,-121.5774536,8/24/14,10:30:00
8043,Black Swift,1,47.662576,-122.12052,8/28/14,5:30:00
8043,Black Swift,1,47.7496256,-122.3593926,8/12/14,14:30:00
8043,Black Swift,1,47.662576,-122.12052,8/28/14,6:30:00
8043,Black Swift,1,47.658543,-122.1317053,8/27/14,10:01:00
8043,Black Swift,3,47.5498262,-121.2464476,8/11/14,11:00:00
8043,Black Swift,2,47.5597558,-122.0549817,8/13/14,8:00:00
8043,Black Swift,1,47.651744,-122.1326065,8/27/14,8:57:00
8043,Black Swift,2,47.5597558,-122.0549817,8/13/14,8:00:00
8043,Black Swift,2,47.5597558,-122.0549817,8/13/14,8:00:00
8043,Black Swift,1,47.662576,-122.12052,8/28/14,5:11:00
8043,Black Swift,2,47.5597558,-122.0549817,8/13/14,8:00:00
8043,Black Swift,2,47.5597558,-122.0549817,8/13/14,8:00:00
8043,Black Swift,2,47.383744,-122.0254281,8/31/14,9:00:00
8043,Black Swift,1,47.663868,-122.4215317,9/10/14,6:35:00
8043,Black Swift,1,47.663868,-122.4215317,9/10/14,6:35:00
8043,Black Swift,1,47.6701559,-122.1102905,5/24/15,7:22:00
8043,Black Swift,1,47.6701559,-122.1102905,5/24/15,7:22:00
8043,Black Swift,1,47.6545148,-122.1077304,5/27/15,15:30:00
8043,Black Swift,2,47.4796099,-122.2079873,5/16/15,16:03:00
8043,Black Swift,3,47.7087349,-121.376406,6/27/15,9:28:00
8043,Black Swift,2,47.7087349,-121.376406,6/15/15,20:20:00
8043,Black Swift,2,47.7087349,-121.376406,6/15/15,20:20:00
8043,Black Swift,4,47.717019,-121.392657,6/28/15,8:03:00
8043,Black Swift,2,47.662576,-122.12052,6/28/15,11:00:00
8043,Black Swift,1,47.7087349,-121.376406,6/28/15,6:15:00
8043,Black Swift,5,47.7087349,-121.376406,6/28/15,7:37:00
8043,Black Swift,4,47.7087349,-121.376406,6/18/15,10:30:00
8043,Black Swift,X,47.6986938,-121.2032339,6/12/15,
8043,Black Swift,1,47.416111,-121.44069,6/8/15,15:16:00
8043,Black Swift,3,47.5007162,-122.2146012,6/8/15,19:30:00
8043,Black Swift,2,47.7124586,-121.3475929,6/19/15,15:58:00
8043,Black Swift,3,47.7087349,-121.376406,6/19/15,15:25:00
8043,Black Swift,1,47.7087349,-121.376406,6/19/15,18:08:00
8043,Black Swift,2,47.7087349,-121.376406,6/18/15,16:20:00
8043,Black Swift,5,47.5416862,-121.8378156,6/29/15,20:45:00
8043,Black Swift,1,47.5416862,-121.8378156,6/30/15,21:28:00
8043,Black Swift,1,47.7087349,-121.376406,6/16/15,10:00:00
8043,Black Swift,2,47.7087349,-121.376406,6/19/15,16:30:00
8043,Black Swift,1,47.7087349,-121.376406,6/21/15,6:42:00
8043,Black Swift,1,47.7087349,-121.376406,6/21/15,11:30:00
8043,Black Swift,2,47.7087349,-121.376406,6/20/15,12:15:00
8043,Black Swift,2,47.7087349,-121.376406,6/23/15,15:00:00
8043,Black Swift,X,47.523852,-121.7963326,6/2/15,10:22:00
8043,Black Swift,1,47.3436769,-122.2047982,6/2/15,9:10:00
8043,Black Swift,7,47.7092,-121.37668,6/22/15,13:00:00
8043,Black Swift,2,47.710885,-121.340719,6/25/15,9:15:00
8043,Black Swift,4,47.7074913,-121.3640678,6/18/15,9:30:00
8043,Black Swift,2,47.7087349,-121.376406,6/23/15,13:45:00
8043,Black Swift,2,47.5891498,-122.1867639,7/11/15,4:44:00
8043,Black Swift,1,47.65424,-122.29137,7/24/15,9:49:00
8043,Black Swift,1,47.5597558,-122.0549817,7/22/15,7:46:00
8043,Black Swift,1,47.5597558,-122.0549817,7/22/15,7:46:00
8043,Black Swift,1,47.5597558,-122.0549817,7/22/15,7:46:00
8043,Black Swift,1,47.5597558,-122.0549817,7/22/15,7:46:00
8043,Black Swift,1,47.5597558,-122.0549817,7/22/15,7:46:00
8043,Black Swift,1,47.5597558,-122.0549817,7/22/15,7:46:00
8043,Black Swift,1,47.711379,-121.341007,7/12/15,9:29:00
8043,Black Swift,2,47.5416862,-121.8378156,7/2/15,19:45:00
8043,Black Swift,1,47.711379,-121.341007,7/12/15,9:29:00
8043,Black Swift,2,47.5891498,-122.1867639,7/11/15,4:44:00
8043,Black Swift,2,47.5891498,-122.1867639,7/11/15,4:44:00
8043,Black Swift,1,47.662576,-122.12052,7/11/15,18:37:00
8043,Black Swift,2,47.5602238,-121.7363691,7/7/15,8:53:00
8043,Black Swift,1,47.6815336,-122.2505453,8/15/15,9:30:00
8043,Black Swift,2,47.6981686,-122.2101878,8/25/15,8:50:00
8043,Black Swift,6,47.5416862,-121.8378156,8/4/15,11:25:00
8043,Black Swift,X,47.6986938,-121.2032339,8/19/15,
8043,Black Swift,6,47.6613144,-121.5774536,8/29/15,10:30:00
8043,Black Swift,1,47.1288646,-121.3965225,8/6/15,5:30:00
8043,Black Swift,31,47.4066334,-122.2595633,8/30/15,8:03:00
8043,Black Swift,31,47.4066334,-122.2595633,8/30/15,8:03:00
8043,Black Swift,31,47.4066334,-122.2595633,8/30/15,8:03:00
8043,Black Swift,3,47.5007162,-122.2146012,8/10/15,8:02:00
8043,Black Swift,31,47.4066334,-122.2595633,8/30/15,8:03:00
8043,Black Swift,31,47.4066334,-122.2595633,8/30/15,8:03:00
8043,Black Swift,2,47.5416862,-121.8378156,8/1/15,13:30:00
8043,Black Swift,25,47.663868,-122.4215317,9/6/15,14:30:00
8043,Black Swift,4,47.663868,-122.4215317,9/6/15,16:28:00
8043,Black Swift,4,47.663868,-122.4215317,9/6/15,12:15:00
8043,Black Swift,4,47.663868,-122.4215317,9/6/15,14:50:00
8043,Black Swift,18,47.5354572,-122.0441151,9/7/15,12:30:00
8043,Black Swift,10,47.5359699,-122.0440239,9/6/15,13:10:00
8043,Black Swift,2,47.5063597,-121.7896271,9/19/15,9:00:00
8043,Black Swift,2,47.6815336,-122.2505453,9/7/15,9:00:00
8043,Black Swift,2,47.6981686,-122.2101878,9/1/15,10:43:00
8043,Black Swift,15,47.5007162,-122.2146012,9/4/15,9:30:00
8043,Black Swift,10,47.5359699,-122.0440239,9/6/15,13:10:00
8043,Black Swift,8,47.6981686,-122.2101878,9/4/15,10:30:00
8043,Black Swift,1,47.6815336,-122.2505453,9/4/15,5:21:00
8043,Black Swift,1,47.6950188,-122.0972013,5/19/16,17:15:00
8043,Black Swift,30,47.662576,-122.12052,5/19/16,5:38:00
8043,Black Swift,25,47.662576,-122.12052,5/19/16,5:45:00
8043,Black Swift,1,47.663868,-122.4215317,5/29/16,6:50:00
8043,Black Swift,1,47.65424,-122.29137,5/30/16,6:25:00
8043,Black Swift,1,47.662576,-122.12052,5/30/16,10:11:00
8043,Black Swift,5,47.5354572,-122.0441151,5/30/16,11:10:00
8043,Black Swift,1,47.662576,-122.12052,5/25/16,7:55:00
8043,Black Swift,7,47.599951,-122.134904,5/28/16,
8043,Black Swift,6,47.4066334,-122.2595633,5/21/16,14:30:00
8043,Black Swift,7,47.662576,-122.12052,5/28/16,8:39:00
8043,Black Swift,75,47.662576,-122.12052,5/19/16,4:00:00
8043,Black Swift,75,47.662576,-122.12052,5/19/16,4:00:00
8043,Black Swift,75,47.662576,-122.12052,5/19/16,4:00:00
8043,Black Swift,75,47.662576,-122.12052,5/19/16,4:00:00
8043,Black Swift,1,47.7292207,-122.1133565,5/10/16,8:22:00
8043,Black Swift,1,47.7292207,-122.1133565,5/10/16,8:22:00
8043,Black Swift,2,47.523852,-121.7963326,6/13/16,8:05:00
8043,Black Swift,4,47.5416862,-121.8378156,6/22/16,19:30:00
8043,Black Swift,35,47.5597558,-122.0549817,6/24/16,6:30:00
8043,Black Swift,8,47.662576,-122.12052,6/9/16,5:30:00
8043,Black Swift,8,47.662576,-122.12052,6/9/16,5:30:00
8043,Black Swift,8,47.662576,-122.12052,6/9/16,5:30:00
8043,Black Swift,8,47.662576,-122.12052,6/9/16,5:30:00
8043,Black Swift,2,47.2837998,-122.1314049,6/22/16,6:33:00
8043,Black Swift,1,47.4253436,-121.4216495,6/22/16,9:46:00
8043,Black Swift,40,47.7617001,-122.2682297,6/15/16,10:00:00
8043,Black Swift,3,47.6815336,-122.2505453,6/14/16,5:40:00
8043,Black Swift,5,47.6815336,-122.2505453,6/14/16,7:45:00
8043,Black Swift,35,47.5597558,-122.0549817,6/24/16,6:30:00
8043,Black Swift,12,47.6061503,-122.1948836,6/15/16,7:59:00
8043,Black Swift,35,47.5597558,-122.0549817,6/24/16,6:30:00
8043,Black Swift,4,47.5416862,-121.8378156,6/22/16,19:30:00
8043,Black Swift,35,47.5597558,-122.0549817,6/24/16,6:30:00
8043,Black Swift,35,47.5597558,-122.0549817,6/24/16,6:30:00
8043,Black Swift,35,47.5597558,-122.0549817,6/24/16,6:30:00
8043,Black Swift,35,47.5597558,-122.0549817,6/24/16,6:30:00
8043,Black Swift,35,47.5597558,-122.0549817,6/24/16,6:30:00
8043,Black Swift,7,47.7635752,-122.3851633,6/15/16,6:45:00
8043,Black Swift,2,47.737632,-121.958463,6/16/16,15:21:00
8043,Black Swift,35,47.5597558,-122.0549817,6/24/16,6:30:00
8043,Black Swift,8,47.6815336,-122.2505453,6/25/16,8:14:00
8043,Black Swift,35,47.5597558,-122.0549817,6/24/16,6:30:00
8043,Black Swift,1,47.523852,-121.7963326,6/8/16,15:48:00
8043,Black Swift,8,47.47029,-121.74207,6/17/16,20:05:00
8043,Black Swift,5,47.662576,-122.12052,6/16/16,5:38:00
8043,Black Swift,6,47.662576,-122.12052,6/9/16,5:24:00
8043,Black Swift,3,47.662576,-122.12052,6/18/16,11:25:00
8043,Black Swift,3,47.5007162,-122.2146012,6/15/16,12:10:00
8043,Black Swift,4,47.662576,-122.12052,6/26/16,16:59:00
8043,Black Swift,4,47.662576,-122.12052,6/9/16,6:10:00
8043,Black Swift,1,47.6815336,-122.2505453,6/18/16,10:00:00
8043,Black Swift,3,47.662576,-122.12052,6/19/16,8:03:00
8043,Black Swift,10,47.1601251,-121.905992,6/18/16,10:55:00
8043,Black Swift,3,47.7565344,-122.2212031,6/18/16,16:00:00
8043,Black Swift,6,47.5416862,-121.8378156,6/28/16,20:24:00
8043,Black Swift,6,47.5416862,-121.8378156,6/28/16,20:24:00
8043,Black Swift,12,47.662576,-122.12052,6/16/16,4:00:00
8043,Black Swift,2,47.6262653,-121.9228685,6/29/16,16:55:00
8043,Black Swift,2,47.662576,-122.12052,6/30/16,4:00:00
8043,Black Swift,12,47.662576,-122.12052,6/16/16,4:00:00
8043,Black Swift,2,47.737632,-121.958463,6/20/16,20:54:00
8043,Black Swift,2,47.5416862,-121.8378156,6/20/16,20:05:00
8043,Black Swift,1,47.662576,-122.12052,6/30/16,5:30:00
8043,Black Swift,1,47.663868,-122.4215317,6/12/16,5:55:00
8043,Black Swift,4,47.6701559,-122.1102905,7/30/16,8:28:00
8043,Black Swift,2,47.5645542,-122.0550401,7/2/16,11:45:00
8043,Black Swift,1,47.6881,-122.256142,7/11/16,12:04:00
8043,Black Swift,4,47.6701559,-122.1102905,7/30/16,8:28:00
8043,Black Swift,5,47.663868,-122.4215317,7/3/16,5:45:00
8043,Black Swift,2,47.4548197,-121.4393306,7/23/16,9:45:00
8043,Black Swift,1,47.6804719,-122.250967,7/5/16,6:30:00
8043,Black Swift,3,47.5597558,-122.0549817,7/5/16,11:22:00
8043,Black Swift,2,47.5429207,-121.8375518,7/3/16,19:16:00
8043,Black Swift,2,47.5429207,-121.8375518,7/3/16,19:16:00
8043,Black Swift,1,47.737632,-121.958463,7/15/16,14:15:00
8043,Black Swift,1,47.654164,-122.054583,7/16/16,6:46:00
8043,Black Swift,1,47.6815336,-122.2505453,7/13/16,
8043,Black Swift,4,47.5063597,-121.7896271,7/18/16,19:00:00
8043,Black Swift,2,47.159631,-121.908856,7/22/16,15:00:00
8043,Black Swift,1,47.5597558,-122.0549817,7/6/16,12:15:00
8043,Black Swift,1,47.5597558,-122.0549817,7/5/16,10:13:00
8043,Black Swift,2,47.6881,-122.256142,7/25/16,12:05:00
8043,Black Swift,1,47.6837656,-121.954937,7/7/16,13:00:00
8043,Black Swift,3,47.662576,-122.12052,7/7/16,5:40:00
8043,Black Swift,1,47.5617243,-122.1090177,7/27/16,18:31:00
8043,Black Swift,1,47.6815336,-122.2505453,7/8/16,7:06:00
8043,Black Swift,3,47.662576,-122.12052,7/7/16,4:00:00
8043,Black Swift,3,47.662576,-122.12052,7/7/16,4:00:00
8043,Black Swift,1,47.5597558,-122.0549817,7/8/16,8:50:00
8043,Black Swift,2,47.6981686,-122.2101878,7/8/16,8:00:00
8043,Black Swift,2,47.6404972,-121.9264226,7/31/16,13:57:00
8043,Black Swift,1,47.6941367,-122.0490503,7/21/16,19:50:00
8043,Black Swift,2,47.6404972,-121.9264226,7/31/16,13:57:00
8043,Black Swift,2,47.4154564,-121.4395666,8/17/16,13:00:00
8043,Black Swift,1,47.663868,-122.4215317,8/24/16,14:39:00
8043,Black Swift,2,47.6881,-122.256142,8/15/16,12:04:00
8043,Black Swift,1,47.4108255,-121.4284945,8/16/16,8:30:00
8043,Black Swift,1,47.4108255,-121.4284945,8/16/16,8:30:00
8043,Black Swift,2,47.6981686,-122.2101878,8/6/16,9:05:00
8043,Black Swift,5,47.663868,-122.4215317,8/6/16,7:30:00
8043,Black Swift,5,47.663868,-122.4215317,8/6/16,6:45:00
8043,Black Swift,1,47.421899,-121.4492655,8/21/16,7:52:00
8043,Black Swift,1,47.421899,-121.4492655,8/21/16,7:52:00
8043,Black Swift,3,47.6873348,-122.0818377,8/21/16,17:00:00